"grid"	"year"	"month"	"day"	"L"	"L2"	"L3"	"nuSpecies"	"visit"	"y"	"siteIndex"	"yearIndex"	"bio1"	"bio5"	"bio6"	"Forest"	"Open"	"Bottom"	"Top"	"PrefOpen"	"PrefClosed"	"Agriculture"	"Habitat"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"ID_2"	"NAME_2"	"TYPE_2"	"ENGTYPE_2"	"NL_NAME_2"	"VARNAME_2"	"adm"	"adm2"	"tree_line_position"	"alpine_habitat1"	"alpine_habitat2"	"alpine_habitat3"	"alpine_habitat4"	"High"	"admN"	"admN2"	"site"	"siteyearIndex"	"samplingDays"	"Effort"	"species"	"nuVisits"	"nuObs"	"x"
67372	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8904	1	7.9225	187.7325	-199.76	99	186	0	46	102	61	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"79"	"Sigdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Sigdal"	44.33100513916	0.6	0.32	0.08	0	0	4	314	"4-314-67372"	8904	0	0	1	31	6	527014.402750693
67373	2007	5	11	2	2	1	28	"2007-5-11-67373"	6678021.13526258	8905	1	19.2425	193.35	-190.14	126	120	0	33	90	77	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"70"	"Krødsherad"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Krødsherad"	220.524777345276	0.666666666666667	0.333333333333333	0	0	0	4	169	"4-169-67373"	8905	1	0.0714285714285714	1	11	3	532014.402750693
67374	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8906	1	29.455	200.9	-186.555	211	25	0	15	17	45	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"70"	"Krødsherad"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Krødsherad"	529.672197691345	1	0	0	0	0	4	169	"4-169-67374"	8906	0	0	0	8	0	537014.402750693
67375	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8907	1	27.7525	203.6375	-190.3975	269	2	0	1	1	74	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	543.151677444458	1	0	0	0	0	4	283	"4-283-67375"	8907	0	0	0	1	0	542014.402750693
67376	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8908	1	29.31	207.9275	-204.1225	253	20	0	5	6	31	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	694.34389493866	1	0	0	0	0	4	283	"4-283-67376"	8908	0	0	0	2	0	547014.402750693
67377	2007	6	15	1	1	1	22	"2007-6-15-67377"	6678021.13526258	8909	1	28.5425	208.3975	-213.095	176	79	17	20	23	7	13	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	675.379057435226	1	0	0	0	0	4	283	"4-283-67377"	8909	1	0.0454545454545455	0	20	0	552014.402750693
67380	2007	4	14	1	1	1	12	"2007-4-14-67380"	6678021.13526258	8912	1	32.57	206.2625	-196.995	186	9	52	4	4	3	51	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	658.212857558441	1	0	0	0	0	4	283	"4-283-67380"	8912	1	0.0833333333333333	0	7	0	567014.402750693
67381	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8913	1	32.9825	208.74	-188.6225	278	0	10	0	0	16	10	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	635.253315023804	1	0	0	0	0	4	283	"4-283-67381"	8913	0	0	0	16	0	572014.402750693
67382	2007	4	3	7	9	1.28571428571429	108	"2007-4-3-67382"	6678021.13526258	8914	1	34.3075	207.08	-184.695	156	10	84	7	6	8	59	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"270"	"Jevnaker"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Jevnaker"	667.406074960709	1	0	0	0	0	11	158	"11-158-67382"	8914	1	0.0833333333333333	0	152	0	577014.402750693
67383	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8915	1	23.375	192.75	-187.97	266	1	3	0	0	16	2	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"270"	"Jevnaker"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Jevnaker"	284.754002650452	1	0	0	0	0	11	158	"11-158-67383"	8915	0	0	0	5	0	582014.402750693
67384	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8916	1	19.9325	189.5725	-193.6175	257	1	2	0	0	23	2	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"274"	"Lunner"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Lunner"	270.282659739685	1	0	0	0	0	11	202	"11-202-67384"	8916	0	0	0	31	0	587014.402750693
67385	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8917	1	23.7575	194.2425	-186.9125	275	1	9	0	0	20	9	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"274"	"Lunner"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Lunner"	424.406637509155	1	0	0	0	0	11	202	"11-202-67385"	8917	0	0	0	18	0	592014.402750693
67386	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8918	1	23.4325	193.955	-186.705	264	1	6	0	0	25	3	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"274"	"Lunner"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Lunner"	357.560480036163	1	0	0	0	0	11	202	"11-202-67386"	8918	0	0	0	37	0	597014.402750693
67387	2007	8	4	6	6	1	11	"2007-8-4-67387"	6678021.13526258	8919	1	22.5975	192.125	-187.0225	279	0	0	0	0	32	0	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"34"	"Nannestad"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nannestad"	337.638567492676	1	0	0	0	0	2	231	"2-231-67387"	8919	1	0.545454545454545	0	5	0	602014.402750693
67388	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8920	1	27.9525	198.835	-186.18	258	0	31	0	0	37	31	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"34"	"Nannestad"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nannestad"	493.405910058594	1	0	0	0	0	2	231	"2-231-67388"	8920	0	0	0	6	0	607014.402750693
67389	2007	7	22	1	1	1	52	"2007-7-22-67389"	6678021.13526258	8921	1	29.9575	208.2725	-206.6375	67	10	193	3	4	15	182	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"34"	"Nannestad"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nannestad"	660.241464987183	1	0	0	0	0	2	231	"2-231-67389"	8921	1	0.0192307692307692	0	141	0	612014.402750693
67390	2007	7	7	2	2	1	121	"2007-7-7-67390"	6678021.13526258	8922	1	31.0475	212.1375	-204.7225	131	55	97	20	4	10	82	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"42"	"Ullensaker"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Ullensaker"	647.786935183716	1	0	0	0	0	2	377	"2-377-67390"	8922	7	0.0165289256198347	0	187	0	617014.402750693
67391	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8923	1	30.475	206.035	-196.225	221	2	62	1	1	9	61	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"42"	"Ullensaker"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Ullensaker"	650.86869241066	1	0	0	0	0	2	377	"2-377-67391"	8923	0	0	0	92	0	622014.402750693
67392	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8924	1	31.3475	203.035	-188.465	213	0	51	0	0	16	49	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"35"	"Nesodden"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nesodden"	637.988585043335	1	0	0	0	0	2	237	"2-237-67392"	8924	0	0	0	9	0	627014.402750693
67393	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8925	1	31.5375	203.1925	-196.215	85	0	187	0	0	10	185	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"35"	"Nesodden"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nesodden"	675.395212543488	1	0	0	0	0	2	237	"2-237-67393"	8925	0	0	0	55	0	632014.402750693
67394	2007	10	27	1	1	1	79	"2007-10-27-67394"	6678021.13526258	8926	1	30.4114583333333	202.932291666667	-203.145833333333	168	0	121	0	0	3	121	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"35"	"Nesodden"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nesodden"	686.825412477493	1	0	0	0	0	2	237	"2-237-67394"	8926	1	0.0126582278481013	0	78	0	637014.402750693
67395	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8927	1	29.4	203.975	-218.295	93	3	165	0	1	3	163	"Forest"	"169"	"NOR"	"Norway"	"2"	"Akershus"	"35"	"Nesodden"	"Kommuner"	"Municipality"	NA	NA	"Akershus"	"Nesodden"	699.570034986877	1	0	0	0	0	2	237	"2-237-67395"	8927	0	0	0	56	0	642014.402750693
67396	2007	6	6	1	1	1	36	"2007-6-6-67396"	6678021.13526258	8928	1	30.765	204.96	-214.78	130	9	130	0	0	2	128	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"114"	"Sør-Odal"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Sør-Odal"	701.65109512558	1	0	0	0	0	6	296	"6-296-67396"	8928	1	0.0277777777777778	0	40	0	647014.402750693
67397	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8929	1	30.2975	202.9075	-199.2525	249	0	38	0	0	7	38	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"114"	"Sør-Odal"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Sør-Odal"	605.436450073624	1	0	0	0	0	6	296	"6-296-67397"	8929	0	0	0	2	0	652014.402750693
67398	2007	9	20	1	1	1	47	"2007-9-20-67398"	6678021.13526258	8930	1	30.8875	204.9	-211.195	144	3	102	0	0	8	100	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"114"	"Sør-Odal"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Sør-Odal"	694.08059253273	1	0	0	0	0	6	296	"6-296-67398"	8930	2	0.0212765957446809	0	29	0	657014.402750693
67399	2007	9	12	1	1	1	46	"2007-9-12-67399"	6678021.13526258	8931	1	30.435	203.425	-213.5125	176	3	86	1	1	14	86	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	656.283667467499	1	0	0	0	0	6	168	"6-168-67399"	8931	2	0.0217391304347826	0	42	0	662014.402750693
67400	2007	4	11	15	15	1	151	"2007-4-11-67400"	6678021.13526258	8932	1	32.135	208.825	-212.6875	127	14	97	6	5	6	59	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	670.960229784393	1	0	0	0	0	6	168	"6-168-67400"	8932	83	0.0993377483443709	0	551	0	667014.402750693
67401	2007	4	14	1	1	1	71	"2007-4-14-67401"	6678021.13526258	8933	1	29.0649038461538	206.829326923077	-219.951923076923	215	1	40	0	0	3	40	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	619.797089907837	1	0	0	0	0	6	168	"6-168-67401"	8933	8	0.0140845070422535	0	112	0	672014.402750693
67402	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8934	1	27.3653846153846	202.872596153846	-198.545673076923	277	1	0	0	0	7	0	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	462.69199989624	1	0	0	0	0	6	168	"6-168-67402"	8934	0	0	0	5	0	677014.402750693
67403	2007	8	6	1	1	1	27	"2007-8-6-67403"	6678021.13526258	8935	1	29.2067307692308	204.346153846154	-189.069711538462	280	0	1	0	0	4	1	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	550.411049968338	1	0	0	0	0	6	168	"6-168-67403"	8935	2	0.037037037037037	0	10	0	682014.402750693
67404	2007	NA	NA	NA	NA	NA	NA	NA	6678021.13526258	8936	1	30.43	207.91	-205.0575	184	0	8	0	0	4	8	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	626.591642546463	1	0	0	0	0	6	168	"6-168-67404"	8936	0	0	0	9	0	687014.402750693
67405	2007	4	30	2	2	1	29	"2007-4-30-67405"	6678021.13526258	8937	1	26.8581730769231	203.776442307692	-202.057692307692	271	1	1	1	1	4	1	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"108"	"Kongsvinger"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Kongsvinger"	528.949210138702	1	0	0	0	0	6	168	"6-168-67405"	8937	1	0.0689655172413793	0	7	0	692014.402750693
67568	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8938	1	51.6225	194.9825	-74.3325	195	63	0	61	54	14	0	"Forest"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"132"	"Fusa"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Fusa"	184.492832534218	0.8	0.2	0	0	0	7	101	"7-101-67568"	8938	0	0	0	1	0	322014.402750693
67569	2007	6	4	1	1	1	32	"2007-6-4-67569"	6673021.13526258	8939	1	47.02	199.2825	-86.22	110	89	0	68	46	33	0	"Forest"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"132"	"Fusa"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Fusa"	149.481159841538	0.636363636363636	0.363636363636364	0	0	0	7	101	"7-101-67569"	8939	1	0.03125	0	30	0	327014.402750693
67572	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8940	1	41.675	199.05	-94.6425	85	149	0	59	61	8	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"136"	"Kvinnherad"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Kvinnherad"	101.089568567657	0.458333333333333	0.375	0.166666666666667	0	0	7	177	"7-177-67572"	8940	0	0	0	1	0	342014.402750693
67573	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8941	1	20.035	191.4675	-130.8025	39	199	0	55	69	6	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"136"	"Kvinnherad"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Kvinnherad"	111.293642852783	0.36	0.24	0.4	0	0	7	177	"7-177-67573"	8941	0	0	0	1	0	347014.402750693
67574	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8942	1	18.3942307692308	187.0625	-129.942307692308	69	178	0	33	41	23	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"136"	"Kvinnherad"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Kvinnherad"	223.091587423706	0.48	0.52	0	0	0	7	177	"7-177-67574"	8942	0	0	0	7	0	352014.402750693
67575	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8943	1	-12.09375	162.3828125	-165.9921875	0	234	0	0	0	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"136"	"Kvinnherad"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Kvinnherad"	-259.5731826828	0	0.36	0.4	0.24	0	7	177	"7-177-67575"	8943	0	0	0	3	0	357014.402750693
67576	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8944	1	-2.44471153846154	165.526442307692	-161.46875	71	173	0	9	11	6	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"141"	"Odda"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Odda"	192.544464663696	0.52	0.12	0.28	0.08	0	7	252	"7-252-67576"	8944	0	0	0	45	0	362014.402750693
67580	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8947	1	-38.7725	151.255	-225.9125	0	219	0	0	0	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"151"	"Ullensvang"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Ullensvang"	-386.00359975281	0	0	1	0	0	7	378	"7-378-67580"	8947	0	0	0	2	0	382014.402750693
67581	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8948	1	-34.9325	159.05	-225.2	0	237	0	22	12	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"151"	"Ullensvang"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Ullensvang"	-290.16925672913	0	0.28	0.72	0	0	7	378	"7-378-67581"	8948	0	0	0	2	0	387014.402750693
67582	2007	8	22	2	2	1	9	"2007-8-22-67582"	6673021.13526258	8949	1	-35.83	160.045	-224.285	0	250	0	4	2	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"151"	"Ullensvang"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Ullensvang"	-351.32819005432	0	0	1	0	0	7	378	"7-378-67582"	8949	1	0.222222222222222	0	2	0	392014.402750693
67584	2007	7	23	2	2	1	3	"2007-7-23-67584"	6673021.13526258	8951	1	-29.6025	178.3275	-233.0675	0	253	0	93	42	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"127"	"Eidfjord"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Eidfjord"	-185.88351401367	0	0.76	0.24	0	0	7	66	"7-66-67584"	8951	1	0.666666666666667	0	2	0	402014.402750693
67585	2007	7	23	4	4	1	7	"2007-7-23-67585"	6673021.13526258	8952	1	-33.6525	172.6625	-237.1	0	258	0	31	17	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"127"	"Eidfjord"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Eidfjord"	-286.52312273254	0	0.12	0.88	0	0	7	66	"7-66-67585"	8952	1	0.571428571428571	0	3	0	407014.402750693
67586	2007	6	12	1	1	1	19	"2007-6-12-67586"	6673021.13526258	8953	1	-32.9825	176.9675	-242.5375	0	168	0	65	45	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"127"	"Eidfjord"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Eidfjord"	-146.57843515625	0	0.88	0.12	0	0	7	66	"7-66-67586"	8953	2	0.0526315789473684	1	8	1	412014.402750693
67587	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8954	1	-32.67	181.7	-245.475	0	205	0	34	4	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"127"	"Eidfjord"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Eidfjord"	-130.92173056946	0	1	0	0	0	7	66	"7-66-67587"	8954	0	0	0	10	0	417014.402750693
67590	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8957	1	-30.5125	184.7675	-253.125	0	213	0	39	24	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	-93.6225827056901	0	1	0	0	0	4	250	"4-250-67590"	8957	0	0	0	1	0	432014.402750693
67591	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8958	1	-27.915	186.0725	-247.7525	0	239	0	182	109	0	0	"Top"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	-119.55116453857	0	1	0	0	0	4	250	"4-250-67591"	8958	0	0	0	1	0	437014.402750693
67592	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8959	1	-27.2825	184.5075	-242.2875	0	237	0	164	59	0	0	"Top"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	-140.0555119873	0	1	0	0	0	4	250	"4-250-67592"	8959	0	0	0	1	0	442014.402750693
67593	2007	8	8	6	6	1	6	"2007-8-8-67593"	6673021.13526258	8960	1	-23.4175	184.8475	-234.2125	0	225	0	151	63	0	0	"Top"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	-133.16320282898	0	0.96	0.04	0	0	4	250	"4-250-67593"	8960	1	1	1	1	1	447014.402750693
67594	2007	8	8	2	2	1	12	"2007-8-8-67594"	6673021.13526258	8961	1	-19.6675	187.3225	-236.0775	0	256	0	214	140	0	0	"Top"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	-16.1892301788298	0	1	0	0	0	4	250	"4-250-67594"	8961	2	0.166666666666667	0	5	0	452014.402750693
67595	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8962	1	-22.2375	184.86	-240.3925	0	255	0	222	108	0	0	"Top"	"169"	"NOR"	"Norway"	"16"	"Telemark"	"381"	"Tinn"	"Kommuner"	"Municipality"	NA	NA	"Telemark"	"Tinn"	-72.2811225860601	0	1	0	0	0	16	361	"16-361-67595"	8962	0	0	0	1	0	457014.402750693
67599	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8966	1	-16.6575	182.81	-233.0975	0	238	0	215	184	0	0	"Top"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	-94.0635426757799	0.04	0.96	0	0	0	4	250	"4-250-67599"	8966	0	0	1	13	4	477014.402750693
67602	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8969	1	-6.775	182.465	-226.5425	95	143	0	105	123	85	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	54.2610099700929	0.56	0.44	0	0	0	4	250	"4-250-67602"	8969	0	0	0	3	0	492014.402750693
67605	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8972	1	11.115	187.0625	-196.7425	217	35	0	35	35	75	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"75"	"Nore og Uvdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Nore og Uvdal"	251.164287779236	1	0	0	0	0	4	250	"4-250-67605"	8972	0	0	0	1	0	507014.402750693
67606	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8973	1	7.61197916666667	187.950520833333	-207.059895833333	159	110	0	106	109	74	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"79"	"Sigdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Sigdal"	128.436230001831	1	0	0	0	0	4	314	"4-314-67606"	8973	0	0	0	2	0	512014.402750693
67607	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8974	1	12.2025	190.9275	-199.3775	147	124	0	105	120	47	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"79"	"Sigdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Sigdal"	99.170020346069	0.72	0.28	0	0	0	4	314	"4-314-67607"	8974	0	0	0	10	0	517014.402750693
67608	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8975	1	28.1975	204.1875	-186.225	214	31	0	19	26	35	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"79"	"Sigdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Sigdal"	619.48248517952	1	0	0	0	0	4	314	"4-314-67608"	8975	0	0	0	18	0	522014.402750693
67609	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8976	1	21.3325	196.4275	-191.765	240	25	0	3	2	90	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"79"	"Sigdal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Sigdal"	322.506537400818	1	0	0	0	0	4	314	"4-314-67609"	8976	0	0	0	1	0	527014.402750693
67610	2007	10	6	1	1	1	39	"2007-10-6-67610"	6673021.13526258	8977	1	28.575	197.7125	-183.055	209	24	0	14	13	102	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"70"	"Krødsherad"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Krødsherad"	516.731564796448	1	0	0	0	0	4	169	"4-169-67610"	8977	1	0.0256410256410256	0	24	0	532014.402750693
67611	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8978	1	29.4625	201.48	-186.6525	237	4	2	4	4	53	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"70"	"Krødsherad"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Krødsherad"	470.814202732849	1	0	0	0	0	4	169	"4-169-67611"	8978	0	0	0	25	0	537014.402750693
67612	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8979	1	29.31	206.4825	-198.3975	253	9	0	3	3	19	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"70"	"Krødsherad"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Krødsherad"	689.792760130692	1	0	0	0	0	4	169	"4-169-67612"	8979	0	0	0	5	0	542014.402750693
67613	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8980	1	25.6325	201.4325	-199.725	267	1	0	0	0	19	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	557.875282437134	1	0	0	0	0	4	283	"4-283-67613"	8980	0	0	0	21	0	547014.402750693
67614	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8981	1	24.35	196.7875	-190.19	243	3	10	1	1	17	10	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	376.674999942017	1	0	0	0	0	4	283	"4-283-67614"	8981	0	0	0	1	0	552014.402750693
67615	2007	NA	NA	NA	NA	NA	NA	NA	6673021.13526258	8982	1	28.15	200.9575	-195.225	228	6	37	4	4	3	37	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"77"	"Ringerike"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ringerike"	439.714504976654	1	0	0	0	0	4	283	"4-283-67615"	8982	0	0	0	4	0	557014.402750693
